Name,Shop,Face_Type,Personal_Color,Eye_Position,Hair_Style,Tags,Comment,Image_Filename,Source_URL
Ari,本社,面長,ブルベ,寄り目,,"#修理マイスター, #加工技術, #お仕事にも使える, #ブルベ向け, #女性におすすめ, #初心者におすすめ, #筋トレ, #サウナ, #アニメ, #旅行","スタッフコメント
2025.12.11
かけるだけで印象チェンジ！錯覚効果でデカ目が叶うボストンメガネ

〜Ari's recommendation〜
透明感のあるベージュフレームのボストン型メガネは、柔らかく知的な印象を演出してくれる万能アイテム✨

丸みのあるフレームラインが目元を優しく包み込み、錯覚効果で自然なデカ目っぽくみえるが期待できます！小さめサイズなので女性の顔にしっかりフィットし、華奢な印象に。

定番のボストン型だから、どんなファッションにも合わせやすく、オンオフ問わず活躍してくれます。程よいボリューム感があるので、シンプルなブラックトップスとも相性抜群で、コーディネートの主役としてもおすすめです💕

〜Ari's point〜
◼面長顔さんとの相性
⭐⭐⭐⭐⭐ 5/5
横幅のある丸みフレームが顔の縦ラインをカバーし、バランスよく見せてくれます！

◼ひとみの距離が近めな方との相性
⭐⭐⭐⭐☆ 4/5
小さめサイズ設計なので、目幅が狭めの方にもしっかりフィット。自然な装着感です。

◼掛け心地
⭐⭐⭐⭐⭐︎ 5/5
程よいフィット感で快適な着用感が続きます。
Ari
面長顔ブルベ
寄り目
本社
#女性におすすめ
#初心者におすすめ
#お仕事にも使える
#ブルベ向け
#クリアフレーム
#太縁
#モード
#カジュアル
#キレイめ
#ドレッシー
#中顔面短縮みえ
#メガネ
#ピンク
#面長顔におすすめ
#フェミニン
#プラスチック
#だてメガネにおすすめ
#強度数におすすめ",Ari.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56488498
Ayako,ミカン下北店,丸顔,イエベ,寄り目,,"#遠近両用, #加工技術, #黒縁, #ビックシェイプ, #女性におすすめ, #ユニセックスにおすすめ, #料理, #筋トレ, #美容","スタッフコメント
2025.12.14
ご覧いただきありがとうございます🕊️🤍

“黒縁じゃないのに、ちゃんと盛れる”。
知的さと透明感を両立した
あざといラウンドメタルフレーム𓂃◌𓈒𓐍

細身のブラックが顔にすっと溶け込んで、
輪郭も目元も自然に引き締めてくれる一本👓✨
主張しすぎないのに、
「なんか雰囲気いい」の正体はこれ。

丸みのあるラウンド型だから
クールになりすぎず、
知的×やわらかさのバランスが絶妙🫶
大人っぽいのに、近寄りがたい感じゼロ。

“盛ってない風で一番盛れる”
デイリー使いの最適解フレームです🖤😌

⸻

顔型別おすすめ度

卵型　❤︎❤︎❤︎❤︎❤︎
どんな印象にも振れる万能型。知的さが自然にプラス。

丸顔　❤︎❤︎❤︎❤︎
細フレームで甘さを抑えて、すっきり大人見え◎

面長　❤︎❤︎❤︎❤︎
丸みで縦ラインを中和。バランスよく優しい印象に。

ベース型　❤︎❤︎❤︎❤︎
骨感をやわらげて、洗練された雰囲気に。

逆三角　❤︎❤︎❤︎
シャープさは残しつつ、強さを程よくセーブ。

⸻

オススメ顔タイプᵕ̈

✨ 1位：ソフトエレガントさん
繊細ライン×ふんわり質感で、品の良さが爆上がり。

✨ 2位：フレッシュさん
軽さのあるラウンドで、清潔感と抜け感が両立◎

✨ 3位：フェミニンさん
甘さ控えめに仕上げたい日にちょうどいいバランス。

⸻

👓 スタイリング提案

● ブラックアウター × 差し色ニット
・ライム or グリーンインナー
・ツヤ控えめベースメイク
・血色ローズリップ
→ “シンプルなのに印象残る”知的モテコーデ🖤✨

● 大人カジュアルデート
・白タートル
・ロングコート
・ナチュラル眉＆まつ毛
→ 話しかけやすいのに、ちゃんとおしゃれな人👓🤍
Ayako
卵顔イエベ
寄り目
ミカン下北店
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#黒縁
#ビックシェイプ
#ヴィンテージ風
#カジュアル
#キレイめ
#中顔面短縮みえ
#メガネ
#卵顔におすすめ
#メタル",Ayako.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56592203
taku,府中フォーリス店,丸顔,ブルベ,普通,,"#カラーレンズ知識, #レンズ知識, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #サウナ, #アニメ, #K-POP","スタッフコメント
2025.11.30
Zoff | TOSHIMITSU

【#04】
かけるだけで印象を変えられるブロータイプ。
コーディネートの主役になる1本。

目元の印象がしっかりと
お顔全体が知的で高級感のあるイメージに

きれい目な服装にはもちろん
カジュアルな服装に外しアイテムとして
組み合わせるのもおすすめです！

グリーンカラーは顔馴染み抜群！

こだわりが散りばめられたフレーム
是非お使いくださいね！
taku
丸顔ブルベ
普通
府中フォーリス店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#イエベ向け
#ブルベ向け
#カジュアル
#キレイめ
#スタイリッシュ
#メガネ
#コンビネーション",taku.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56087422
MD,ルミネ立川店,,ブルベ,寄り目,,"#コンタクト併用相談, #強度近視相談, #お仕事にも使える, #キレイめ, #おうち用におすすめ, #お仕事用, #旅行, #音楽鑑賞, #写真","スタッフコメント
2025.11.29
Zoff SMART の新色フレームです❣️
色は薄いベージュで、下に向けて濃くなっていくグラデーションが可愛すぎます！
MD
卵顔ブルベ
寄り目
ルミネ立川店
#お仕事にも使える
#おうち用におすすめ
#キレイめ
#メガネ
#Zoff smart
#プラスチック",MD.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56047027
イト,イオンモール各務原インター店,,イエベ,普通,,"#フィッティング, #レンズ知識, #お仕事にも使える, #キレイめ, #女性におすすめ, #ユニセックスにおすすめ, #アート, #料理, #犬好き, #サウナ","スタッフコメント
2025.12.12
Zoff SMART with MAQuillAGE

掛けるだけで、自然と血色感が出ます♪
顔の印象まで変えてくれ、気分を高めてくれるフレームです☆

ピンクデミなので眼鏡感も和らげてくれます☺️

⭐️メイク盛れ
⭐️女性人気
⭐️軽量素材

是非、試してみて下さい🦭💨
イト
卵顔イエベ
普通
イオンモール各務原インター店
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#キレイめ
#QOLメガネ
#秋コーデにおすすめ
#冬コーデにおすすめ
#プラスチック
#MAQuillAGE",イト.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56541028
ぐっち,東京ドームシティ・ラクーア店,丸顔,イエベ,寄り目,,"#加工技術, #レンズ知識, #ビックシェイプ, #カジュアル, #女性におすすめ, #ユニセックスにおすすめ, #料理, #音楽鑑賞, #カフェ巡り, #K-POP","スタッフコメント
2025.12.12
柔軟性に優れたフレーム設計により、長時間快適な装着感です！
細さと軽さを追求したSkinnyデザインは、顔なじみも良く、誰にでも馴染むユニセックスなスタイル。

ピンク×ブラウンの上品なカラーリングは、カジュアルからビッグシェイプまで多彩なコーデに映えるアクセントになります。
メタルパーツが顔回りを明るく見せ、自然な印象を引き立てます。
ぐっち
丸顔イエベ
寄り目
東京ドームシティ・ラクーア店
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#ビックシェイプ
#カジュアル
#メガネ
#Zoff smart",ぐっち.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56558529
こま,イオンモール木曽川店,丸顔,イエベ,普通,,"#コンタクト併用相談, #認定眼鏡士, #イエベ向け, #べっこう柄, #サングラス, #リモートワーク, #読書, #古着, #ゲーム, #キャンプ","スタッフコメント
2025.11.29
Zoff | TOSHIMITSU

クリエイターとしみつさんの初コラボレーションによるZoffのメガネが登場✨
べっこう柄とゴールドのコンビネーションが、洗練されたおしゃれ感を演出します。
かけるだけで印象が変わるブロータイプは、コーディネートの主役になること間違いなしです🎶
イエベ向けのデザインで、自然な美しさを引き出しながらも、さりげなく差をつけたい方にぴったりです🍂
こま
丸顔イエベ
普通
イオンモール木曽川店
#イエベ向け
#べっこう柄
#ゴールド
#メガネ
#コンビネーション",こま.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56038268
マナ,イオンモール東浦店,,イエベ,寄り目,,"#強度近視相談, #加工技術, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #お仕事用, #古着, #犬好き, #スニーカー, #映画鑑賞","スタッフコメント
2025.11.06
⚯ZO252009_43E1

人気のPEANUTSコレクションの新作です♪
きらきらブラウン×ブルー×べっこう柄の可愛さ詰め合わせのフレームデザイン🤎🩵

ボストン型なので小顔効果も期待できます✨️
テンプルがべっこう柄になっているので、横から見ると更におしゃれ感が増します。
マナ
卵顔イエベ
寄り目
イオンモール東浦店
#ユニセックスにおすすめ
#お仕事にも使える
#イエベ向け
#べっこう柄
#モード
#カジュアル",マナ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55167691
にょろ,本社,丸顔,イエベ,普通,,"#調整技術, #認定眼鏡士, #お仕事にも使える, #キレイめ, #女性におすすめ, #初心者におすすめ, #ショッピング, #カフェ巡り, #アート","スタッフコメント
2025.12.04
レザー風テンプルのデザインが
アクセントで、さりげないお洒落感を演出✨

キレイめな印象を与えてくれ、
オフィスから日常まで幅広いシーンで役立ちます。

肌なじみのよいピンクフレームで、
ゴージャスな雰囲気を出したい方におすすめです！
にょろ
丸顔イエベ
普通
本社
#女性におすすめ
#初心者におすすめ
#お仕事にも使える
#キレイめ
#スタイリッシュ
#ラバテン
#メガネ
#ピンク
#メタル",にょろ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56254954
rico,心斎橋パルコ店,丸顔,イエベ,普通,,"#レンズ知識, #コンタクト併用相談, #ビックシェイプ, #カジュアル, #女性におすすめ, #ユニセックスにおすすめ, #ディズニー, #キャンプ, #ショッピング","スタッフコメント
2025.11.26
角張りすぎないシンプルなウェリントンフレームです!!

レンズがかなり大きめのサイズのフレームなのでファッションにアクセントをつけることができます♪
丸みを帯びた形なので柔らかい印象を演出できるので女性はもちろん、男性にもおすすめのフレームです!

ぜひお試しください☆彡


顔：丸顔　やや狭め幅
目：普通幅　たれ目
鼻：低め
肌：イエベ(自己診断)

rico
丸顔イエベ
普通
心斎橋パルコ店
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#ビックシェイプ
#カジュアル
#メガネ
#メタル",rico.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55944378
片田翔悟,ららぽーと沼津店,面長,ブルベ,普通,,"#コンタクト併用相談, #カラーレンズ知識, #べっこう柄, #カジュアル, #ユニセックスにおすすめ, #リモートワーク, #料理, #筋トレ, #サウナ, #スニーカー","スタッフコメント
2025.10.31
ラバー素材のテンプルなので、長時間かけていても耳が痛くなりにくい！
フロントのべっ甲柄は秋っぽさを出してくれます！
片田翔悟
面長顔ブルベ
普通
ららぽーと沼津店
#ユニセックスにおすすめ
#べっこう柄
#カジュアル
#ラバテン",片田翔悟.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=54980352
osae,ルミネエスト新宿店,面長,ブルベ,寄り目,,"#フィッティング, #調整技術, #カジュアル, #個性派, #デート, #おうち時間, #写真, #音楽鑑賞, #アート","顔型 : 面長

PD :狭め

顔タイプ : ソフトエレガント

パーソナルカラー : ブルベ



顔薄めなのでメガネでカバーしてます🍃",osae.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124943
MD,ルミネ立川店,,ブルベ,寄り目,,"#フィッティング, #フレーム選定, #レトロ, #四角顔, #アウトドア, #デート, #サウナ, #読書, #犬好き, #古着",,MD.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124997
takoyama,イオンモールむさし村山店,,イエベ,寄り目,,"#フィッティング, #視力測定, #お仕事にも使える, #モード, #男性におすすめ, #初心者におすすめ, #猫好き, #筋トレ, #K-POP","スタッフコメント
2025.12.09
スクエア型チタンフレーム
シンプルなデザインで知的な印象を与えるインテリジェンスなフレーム👓
プライベートでも仕事でも活躍間違いなし！
takoyama
卵顔イエベ
寄り目
イオンモールむさし村山店
#男性におすすめ
#初心者におすすめ
#お仕事にも使える
#モード
#メガネ
#チタン",takoyama.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56422215
ユーハ,ららぽーと名古屋みなとアクルス店,丸顔,イエベ,普通,,"#コンタクト併用相談, #修理マイスター, #フェミニン, #ヴィンテージ, #ドライブ, #デート, #ゲーム, #スニーカー, #料理",,ユーハ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=125003
taku,府中フォーリス店,丸顔,ブルベ,普通,,"#修理マイスター, #お子様メガネ, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #犬好き, #古着, #料理, #ディズニー","スタッフコメント
2025.11.30
Zoff | TOSHIMITSU

【#04】
かけるだけで印象を変えられるブロータイプ。
コーディネートの主役になる1本。

目元の印象がしっかりと
お顔全体が知的で高級感のあるイメージに

きれい目な服装にはもちろん
カジュアルな服装に外しアイテムとして
組み合わせるのもおすすめです！

こだわりが散りばめられたフレーム
是非お使いくださいね！
taku
丸顔ブルベ
普通
府中フォーリス店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#イエベ向け
#ブルベ向け
#カジュアル
#キレイめ
#スタイリッシュ
#メガネ
#コンビネーション",taku.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56087391
イト,イオンモール各務原インター店,,イエベ,普通,,"#レンズ知識, #遠近両用, #お仕事にも使える, #イエベ向け, #男性におすすめ, #女性におすすめ, #読書, #美容, #ディズニー, #猫好き","スタッフコメント
2025.12.12
ブラウンフレーム⭐️

眼鏡初心者の方でも挑戦しやすい形、大きさになっております‼️顔馴染みの良いブラウン！

男女問わず掛けやすいカラーになっております😊


⭐️伊達メガネ◎
⭐️初心者の方◎
⭐️カラーレンズ相性◎

是非、試してみて下さい🦭💨

イト
卵顔イエベ
普通
イオンモール各務原インター店
#男性におすすめ
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#イエベ向け
#カジュアル
#メガネ
#ブラウン
#秋コーデにおすすめ
#冬コーデにおすすめ
#プラスチック",イト.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56560223
片田翔悟,イオンモール大高店,面長,ブルベ,普通,,"#修理マイスター, #コンタクト併用相談, #べっこう柄, #カジュアル, #ユニセックスにおすすめ, #初心者におすすめ, #映画鑑賞, #アニメ, #犬好き, #ショッピング","スタッフコメント
2025.12.01
ボストン型で柔らかく親しみやすい印象になる王道デザイン！
ピンクデミ柄でナチュラルにトーンアップもしてくれます。
落ち着いたファッションと合わせやすく、シャツやニットとの相性も◎
片田翔悟
面長顔ブルベ
普通
イオンモール大高店
#ユニセックスにおすすめ
#初心者におすすめ
#べっこう柄
#カジュアル
#メガネ
#Zoff smart
#プラスチック
#日常使いにおすすめ
#だてメガネにおすすめ",片田翔悟.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56118922
ぐっち,東京ドームシティ・ラクーア店,丸顔,イエベ,寄り目,,"#レンズ知識, #フレーム選定, #ストリート, #ビジネス, #リモートワーク, #旅行, #スニーカー, #犬好き, #読書, #美容",,ぐっち.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=125018
rico,心斎橋パルコ店,丸顔,イエベ,普通,,"#お子様メガネ, #修理マイスター, #ビックシェイプ, #メガネ, #ユニセックスにおすすめ, #初心者におすすめ, #キャンプ, #猫好き, #ショッピング, #写真","スタッフコメント
2025.11.26
大きめのラウンド型チタンフレームです!

大きくてまん丸のデザインですがフレームが細身なので顔馴染みが抜群です⭐︎
さらにチタンフレームなので軽くてかけ心地が良いのも特徴です！
強度も高いので長く安心してお使いいただけます！

ぜひお試しください!

顔：丸顔　やや狭め幅
目：普通幅　たれ目
鼻：低め
肌：イエベ(自己診断)
rico
丸顔イエベ
普通
心斎橋パルコ店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#ビックシェイプ
#メガネ
#チタン",rico.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55944718
つなかん,大船ルミネウィング店,丸顔,イエベ,普通,,"#修理マイスター, #視力測定, #お仕事にも使える, #キレイめ, #女性におすすめ, #初心者におすすめ, #料理, #音楽鑑賞, #ディズニー, #K-POP","スタッフコメント
2025.12.14
軽やかなかけ心地が魅力のオーバルチタン
メガネは、普段使いにぴったりのアイテム。
フロント全体にチタンを採用し、
軽さと快適さを両立。

長時間の装用でも締め付け感が少なく、
負担なくおしゃれを楽しめます。
メタルフレーム特有のきらめきが高級感を
演出し、ビジネスシーンからカジュアルまで幅広く活躍します。

ブラウンのカラーがやわらかさと落ち着きをもたらし、女性におすすめです。
初心者の方でも扱いやすく、
メガネの新たな魅力を引き出します。

お仕事や日常のさまざまな場面で、
キレイめなスタイルに自然に馴染む一本。
軽さとデザイン性の両立により、
長く愛用できる高品質なアイテムです。

つなかん
丸顔イエベ
普通
大船ルミネウィング店
#女性におすすめ
#初心者におすすめ
#お仕事にも使える
#キレイめ
#メガネ
#ブラウン
#メタル",つなかん.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56596455
とらいあんぐる,イオンモール橿原店,面長,イエベ,普通,,"#強度近視相談, #修理マイスター, #面長, #丸顔, #ギフト, #ドライブ, #猫好き, #サウナ, #写真, #美容","奈良県出身。

2児の父親です。



眼鏡常用者なので

日常使いしやすい眼鏡、

飽きがこない眼鏡の提案が得意です。



趣味は

野球観戦⚾

麻雀🀄



エッホエッホ

眼鏡の良さを伝えなきゃ。",とらいあんぐる.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=125041
いぐろ,下北沢店,面長,イエベ,普通,,"#調整技術, #視力測定, #クリアフレーム, #カジュアル, #ユニセックスにおすすめ, #初心者におすすめ, #K-POP, #ショッピング, #サウナ, #キャンプ","スタッフコメント
2025.12.12
・長時間の使用でも疲れにくい軽さを実現。
・フレームがしなやかな為、壊れにくく、フィット感も抜群。
・微調整可能なアームタイプで快適なかけ心地。

設計の丁番・テンプル構造を中心としたアップグレードによって、更なる掛け心地の良さを実現した新しいZoff SMART Skinny(ゾフ・スマート スキニー)シリーズです。
更にソフトな掛け心地になり、ズレ落ちづらくなりました。

丸メガネというトレンドワードでお馴染みのボストンタイプは、大きめサイズを掛けるのが最旬。
ビンテージな雰囲気のカラーで知的な印象に仕上がりました。
いぐろ
面長顔イエベ
普通
下北沢店
#ユニセックスにおすすめ
#初心者におすすめ
#クリアフレーム
#カジュアル",いぐろ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56554975
,,,,,,"#お子様メガネ, #カラーレンズ知識, #クラシック, #アメリカン, #PC作業, #読書, #カフェ巡り, #キャンプ, #美容",,staff_112.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56584838
taku,府中フォーリス店,丸顔,ブルベ,普通,,"#コンタクト併用相談, #修理マイスター, #三角顔, #フレンチ, #サングラス, #運転, #写真, #ゲーム, #スニーカー","Zoff入社と共にメガネデビューいたしました！



日々

メガネ初心者の方

メガネ上級者の方

どんな方でも着用したくなるような

素敵なメガネを沢山上げていきたいです！

よろしくお願いいたします！",taku.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124973
しまちゃ,ルミネ池袋店,丸顔,イエベ,寄り目,,"#遠近両用, #フィッティング, #イエベ向け, #ヴィンテージ風, #ユニセックスにおすすめ, #秋コーデにおすすめ, #ゲーム, #筋トレ, #アート, #読書","スタッフコメント
2025.11.16
こっくりしたブラウンのサーモントフレームです！
少し癖のあるフレームはコーデのアクセントとして大活躍します🌟
伊達メガネにもってこいのデザインです♪
しまちゃ
丸顔イエベ
寄り目
ルミネ池袋店
#ユニセックスにおすすめ
#イエベ向け
#ヴィンテージ風
#べっこう柄
#カジュアル
#ブラウン
#秋コーデにおすすめ
#冬コーデにおすすめ
#コンビネーション
#だてメガネにおすすめ",しまちゃ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55542429
kitsune,ルミネ有楽町店,丸顔,イエベ,離れ目,,"#レンズ知識, #強度近視相談, #イエベ向け, #太縁, #男性におすすめ, #上級者におすすめ, #ショッピング, #ゲーム, #アート","スタッフコメント
2025.12.06
Zoff | TOSHIMITSU

コーデの主役を張れる存在バツグンのサーモントフレーム✨

セル部分がべっこう、メタル部分がゴールドでオシャレな組み合わせ😎🎶

かけるだけでコーデがきりっと決まります！
kitsune
卵顔イエベ
離れ目
ルミネ有楽町店
#男性におすすめ
#上級者におすすめ
#イエベ向け
#太縁
#ビックシェイプ
#ヴィンテージ風
#べっこう柄
#ゴールド
#モード
#カジュアル
#ストリート
#QOLメガネ
#メガネ
#丸顔におすすめ
#面長顔におすすめ
#卵顔におすすめ
#秋コーデにおすすめ
#冬コーデにおすすめ
#コンビネーション
#だてメガネにおすすめ",kitsune.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56329023
Ari,本社,面長,ブルベ,寄り目,,"#調整技術, #レンズ知識, #お仕事にも使える, #べっこう柄, #女性におすすめ, #初心者におすすめ, #ディズニー, #美容, #古着","スタッフコメント
2025.11.13
メガネが主役の知的カジュアルスタイル♡
ボストン型フレームで作る垢抜けコーデ

シンプルな黒のリブトップス×パールボタンで作る、メガネ映えスタイル。
ボストン型のフレームが知的で洗練された印象をプラス。
メガネを主役にしたコーディネートは、フレームのデザインが引き立つシンプルなトップスがポイント！
パールの装飾がフェミニンさを添えて、カジュアルすぎない上品な仕上がりに✨

〜Ari's recommendation〜
Zoff SMARTとMAQuillAGEのボストン型フレームは、かけるだけで血色感アップ、メイクと合わせると多幸感がアップする魔法のメガネ♡

おすすめポイント：
グラデーションカラーがチークのような効果で、自然な血色感をプラス
中顔面短縮みえでバランスの良い顔立ちに見せてくれる
驚きの軽さで長時間かけても疲れにくい『Zoff SMART』シリーズ
しなやかで壊れにくく、フィット感抜群
レンズ越しに目が小さく見える悩みも解決！
メガネとメイクで作る、目もとぱっちりの表情。外出時もメガネをポジティブに楽しめるアイテムです💕

〜着用度数〜
-4.25に乱視度数が入ったレンズを着用しています✨
度付きをご検討の方はぜひ参考にしてみてください💞

〜度付きメガネメイク〜
プロフィールのInstagramで求心顔＆面長＆度付きの方におすすめメイク方法リール公開中です♬
ぜひ保存してメガネと一緒にお楽しみください😌

〜Ari's point〜
◼ 面長顔さんとの相性
⭐⭐⭐⭐⭐（5/5）

ボストン型の丸みのあるフォルムが、面長さんの縦のラインを優しくカバー。横幅を強調してバランスの良い印象に整えてくれます！

◼ ひとみの距離が近めな方との相性
⭐⭐⭐⭐☆（4/5）
ボストン型は比較的レンズ幅に余裕があるデザイン。ひとみの距離が近めの方でも、バランス良くかけていただけます◎

◼ 掛け心地
⭐⭐⭐⭐⭐（5/5）
『Zoff SMART』シリーズならではの軽量設計で、長時間かけても疲れにくい！微調整可能なアームタイプで、自分にぴったりのフィット感が実現できます。しなやかで壊れにくい素材も嬉しいポイントです✨
Ari
面長顔ブルベ
寄り目
本社
#女性におすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#べっこう柄
#モード
#キレイめ
#ドレッシー
#メガネ
#ピンク
#面長顔におすすめ
#フェミニン
#プラスチック
#日常使いにおすすめ
#強度数におすすめ",Ari.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55452722
Sara,ミカン下北店,丸顔,ブルベ,寄り目,,"#遠近両用, #お子様メガネ, #お仕事にも使える, #黒縁, #ユニセックスにおすすめ, #初心者におすすめ, #読書, #アニメ, #サウナ, #ショッピング","スタッフコメント
2025.11.19
おすすめポイント

⭐︎跳ね上げ式は、ビジネスシーンや日常生活で大活躍です

⭐︎カラーを入れると、アウトドアやファッションアイテムとしても◎

⭐︎太めのセルなので、跳ね上げ式感が少ない
Sara
丸顔ブルベ
寄り目
ミカン下北店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#黒縁
#モード
#メガネ
#丸顔におすすめ
#ベース顔におすすめ
#跳ね上げ式メガネ
#プラスチック",Sara.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55655798
片田翔悟,イオンモール大高店,面長,ブルベ,普通,,"#遠近両用, #フィッティング, #お仕事にも使える, #カジュアル, #ユニセックスにおすすめ, #お仕事用, #猫好き, #読書, #古着, #美容","スタッフコメント
2025.12.01
横幅がやや広めの スクエア寄りのウェリントン型チタンフレーム！
シャープすぎず、柔らかすぎないバランスのよい形なので、 面長・丸顔どちらにも合わせやすい万能形です。
色味も肌の色と馴染んで主張しすぎずオシャレに見せれます！
片田翔悟
面長顔ブルベ
普通
イオンモール大高店
#ユニセックスにおすすめ
#お仕事にも使える
#カジュアル
#メガネ
#チタン",片田翔悟.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56118829
いぐろ,下北沢店,面長,イエベ,普通,,"#フレーム選定, #修理マイスター, #四角顔, #ブルベ夏, #サングラス, #お仕事用, #犬好き, #音楽鑑賞, #キャンプ, #ショッピング",,いぐろ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124985
osae,ルミネエスト新宿店,面長,ブルベ,寄り目,,"#レンズ知識, #視力測定, #イエベ向け, #ブルベ向け, #男性におすすめ, #女性におすすめ, #旅行, #犬好き, #古着, #アニメ","スタッフコメント
2025.12.05
ピンクのカラーレンズが差し色になるので、モノトーン系のコーディネートと相性がいいです✨
ライトカラーなので怖い印象になりにくく、秋冬使いやすいサングラスです。
osae
面長顔ブルベ
寄り目
ルミネエスト新宿店
#男性におすすめ
#女性におすすめ
#ユニセックスにおすすめ
#上級者におすすめ
#アウトドアにおすすめ
#イエベ向け
#ブルベ向け
#黒縁
#太縁
#モード
#カジュアル
#キレイめ
#すぐに使えるサングラス
#秋冬におすすめサングラス
#QOLメガネ
#中顔面短縮みえ
#サングラス
#ピンク
#丸顔におすすめ
#面長顔におすすめ
#卵顔におすすめ
#ライトカラーサングラス
#プラスチック",osae.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56264402
